numero,date,code,annee,titre,mode,type,entité,sous-entité,montant,devise,taxes,titulaire
312,2011-11-18,F1361/11,2011,Fourniture de matériels de sonorisation,Appel d'offres ouvert,Fournitures,"Ministère de la Culture, du Genre et du Cadre de Vie",,40288872.00,F CFA,TTC,Groupe SIGMA
313,2011-11-18,F1362/11,2011,Acquisition de quatre (04) véhicules pick up 4x4 double cabine,Appel d'offres ouvert,Fournitures,"Ministère de la Culture, du Genre et du Cadre de Vie",,40400000.00,F CFA,TTC,STAR AUTO SERVICES SA
314,2011-11-18,F1363/11,2011,"Fourniture de matériels, équipement et mobiliers de bureau destinés à la DGF (lots n° 1 et 2)",Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DGF,33860100.00,F CFA,TTC,SIEDIS
316,2011-11-18,F1365/11,2011,Fourniture de matériel médical et de reprographie (lot n° 1: une unité d'ophtalmologie et de deux fauteuils dentaires),Appel d'offres ouvert,Fournitures,"Ministère de l'Education chargé de l'Enseignement Préscolaire, de l'Elémentaire, du Moyen et des Langues nationales",,30301643.00,F CFA,TTC,AFRIMED
317,2011-11-18,F1366/11,2011,Fourniture de matériel médical et de reprographie (lot n° 2: matériel de reprographie),Appel d'offres ouvert,Fournitures,"Ministère de l'Education chargé de l'Enseignement Préscolaire, de l'Elémentaire, du Moyen et des Langues nationales",,53277000.00,F CFA,TTC,OUMOU INFORMATIQUE SUARL
318,2011-11-18,F1367/11,2011,Fourniture de matériels techniques d'intervention,Entente directe,Fournitures,Ministère de l'Intérieur , DPC,24998300.00,F CFA,TTC,PRESS HIGH TECH
320,2011-11-18,F1369/11,2011,"Fourniture de pièces détachées, batteries et pneumatique (véhicules) (lots n° 1 & 2)",Appel d'offres ouvert,Fournitures,Primature,Secrétariat Général du Gouvernement,33513269.00,F CFA,TTC,Keur Mame DIARRA
321,2011-11-18,F1370/11,2011,Entretien d'une partie des véhicules de la Primature,Appel d'offres ouvert,Fournitures,Primature,Secrétariat Général du Gouvernement,29986000.00,F CFA,TTC,SHELL Médina
322,2011-11-18,F1371/11,2011,Fournitures d'un groupe électrogène,Appel d'offres ouvert,Fournitures,Ville de Rufisque,,23250254.00,F CFA,TTC,PRAMAC Lifter Afrique Trading SARL
324,2011-11-18,F1373/11,2011,Fourniture de véhicule 4X4 station wagon,Appel d'offres ouvert,Fournitures,Ministère de la Décentralisation et des collectivités locales ,,29500000.00,F CFA,TTC,Espace Auto
325,2011-11-18,F1374/11,2011,Fourniture de matériel technique de conservation pour le compte de la Direction des Archives du Sénégal,Appel d'offres ouvert,Fournitures,Primature,Secrétariat Général du Gouvernement / DAS,66968000.00,F CFA,TTC,ATEX
326,2011-11-18,F1375/11,2011,"Fourniture de matériel s roulants (véhicules et motos: lots n° 1, 2, 3 et 4)",Appel d'offres ouvert,Fournitures,Ministère de la Fonction publique et de l'Emploi,,76110000.00,F CFA,TTC,Espace Auto
327,2011-11-18,F1376/11,2011,Fourniture d'un véhicule 4X4 Station Wagon à la Direction de la Transformation Alimentaire,Appel d'offres ouvert,Fournitures,Ministere des Mines et de l'Industrie , BMN,24967000.00,F CFA,TTC,CFAO Motors Sénégal
328,2011-11-18,F1377/11,2011,Fourniture de moyen logistique (lot 1: véhicule 4X4 de supervision Station Wagon),Appel d'offres ouvert,Fournitures,"Ministère de la Santé, de la Prévention et de l'Hygiène publique",,66798000.00,F CFA,TTC,CFAO Motors Sénégal
329,2011-11-18,F1378/11,2011,"Fourniture de vaccins et de matériels de vaccination (lots n° 1, 2, 3, 4 et 5)",Appel d'offres ouvert,Fournitures,Ministère de l'Elevage,,45982118.00,F CFA,HD-HT,SOPRODEL
331,2011-11-18,F1380/11,2011,Fourniture de matériels d'insémination artificielle,Appel d'offres ouvert,Fournitures,Ministère de l'Elevage,,16709343.00,F CFA,TTC,FERMON LABO
332,2011-11-18,F1381/11,2011,Fourniture d'un véhicule 4X4 Station Wagon à la Direction de la Petite et Moyenne Entreprise,Appel d'offres ouvert,Fournitures,Ministere des Mines et de l'Industrie , BMN,14900000.00,F CFA,TTC,SERA
333,2011-11-18,F1382/11,2011,Fourniture de matériels roulants (véhicules et motos) à la Direction du Matériel et du Transit Administratif (lot n°3),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DMTA,279510000.00,F CFA,TTC,La Sénégalaise de l'Automobile
334,2011-11-18,F1383/11,2011,Fourniture de matériels roulants (véhicules et motos) à la Direction du Matériel et du Transit Administratif (lot n°2),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DMTA,19600000.00,F CFA,TTC,SERA
335,2011-11-18,F1384/11,2011,Fourniture de matériels roulants (véhicules et motos) à la Direction du Matériel et du Transit Administratif (lot n°1),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DMTA,1264200000.00,F CFA,TTC,Espace Auto
336,2011-11-18,F1385/11,2011,Fourniture de matériels roulants (véhicules et motos) à la Direction du Matériel et du Transit Administratif (lot n°4),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DMTA,302760000.00,F CFA,TTC,CFAO Motors Sénégal
337,2011-11-18,F1386/11,2011,Fourniture de matériels roulants (véhicules et motos) à la Direction du Matériel et du Transit Administratif (lot n°5),Avenant,Fournitures,Ministère de l'Economie et des Finances , DMTA,138060000.00,F CFA,TTC,TATA AFRICA SENEGAL
338,2011-11-18,F1387/11,2011,Fourniture en un lot indivisible de véhicules à la DDI (un véhicule 4X4 Pick Up double cabine et un véhicule berline),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DDI,25700000.00,F CFA,TTC,Espace Auto
339,2011-11-18,F1388/11,2011,Fourniture de matériels de bureau et autres matériels et outillages techniques au profit du projet ASTER (lot n° 1: groupes électrogènes),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DGCPT,60936380.00,F CFA,TTC,AFCO
340,2011-11-18,F1389/11,2011,Fourniture de matériels de bureau et autres matériels et outillages techniques au profit du projet ASTER (lot n° 3: un transformateur d'isolement d'entrée et un onduleur de 15 KVA),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DGCPT,38235455.00,F CFA,TTC,CFAO Technologies
341,2011-11-18,F1390/11,2011,Fourniture de matériels de bureau et autres matériels et outillages techniques au profit du projet ASTER (lot n° 4: split de 2 CV),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DGCPT,12408408.00,F CFA,TTC,PRAMAC Lifter Afrique Trading SARL
343,2011-11-18,F1392/11,2011,Fourniture de vignettes sécurisées Millésime automobile et motocycles pour 2012,Entente directe,Fournitures,Ministère de l'Economie et des Finances , DGID,72762031.00,F CFA,HT,PHIL@POSTE
347,2011-11-18,F1396/11,2011,Fourniture de groupes électrogènes au profit de la DGD (lot n° 1),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DGD,25980893.00,F CFA,TTC,SOFICA
348,2011-11-18,F1397/11,2011,Fourniture de groupes électrogènes au profit de la DGD (lot n° 2),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DGD,20579200.00,F CFA,TTC,Wade Trading Compagny (WTC)
349,2011-11-18,F1398/11,2011,Fourniture de groupes électrogènes au profit de la DGD (lot n° 3),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DGD,44810000.00,F CFA,TTC,Wade Trading Compagny (WTC)
354,2011-11-18,F1404/11,2011,Fourniture de médicaments antirétroviraux (ARV) destinés au Programme multisectoriel de lutte contre le SIDA,Entente directe,Fournitures,Primature,Secrétariat Général du Gouvernement,955331355.00,F CFA,HD-HT,Pharmacie Nationale d'Approvisionnement (PNA)
357,2011-11-18,F1406/11,2011,Fourniture de médicaments contre les infections opportunistes (IO) et des vaccins contre l'hépatite B destinés au Programme multisectoriel de lutte contre le SIDA,Entente directe,Fournitures,Primature,Secrétariat Général du Gouvernement,132903214.00,F CFA,HD-HT,Pharmacie Nationale d'Approvisionnement (PNA)
359,2011-11-18,F1408/11,2011,Fourniture de matériels roulants (véhicules) à la DGCPT (quatrième commande de 3 berlines),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DGCPT,37545000.00,F CFA,TTC,SERA
365,2011-11-18,F1414/11,2011,Fourniture de matériels de bureau et autres matériels et outillages techniques au profit du projet ASTER (lot n° 2: systèmes d'extinction d'incendie),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DGCPT,9773392.00,F CFA,TTC,DHI Solutions and Integrated Systems
368,2011-11-18,F1417/11,2011,Fourniture de réactifs de laboratoire destinés au Programme multisectoriel de lutte contre le SIDA,Entente directe,Fournitures,Primature,Secrétariat Général du Gouvernement,600036329.00,F CFA,HD-HT,Pharmacie Nationale d'Approvisionnement (PNA)
369,2011-11-18,F1418/11,2011,Acquisition de matériels informatiques,Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DGD,49270900.00,F CFA,TTC,Burotic Diffusion
371,2011-11-18,F1421/11,2011,Acquisition de matériels et mobiliers de bureau (lot n°1),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DGD,12531600.00,F CFA,TTC,STABURO SARL
372,2011-11-18,F1423/11,2011,Acquisition de matériels et mobiliers de bureau (lot n°4),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DGD,4500000.00,F CFA,TTC,GANDIOL SUARL
373,2011-11-18,F1424/11,2011,Acquisition de matériels et mobiliers de bureau (lot n°2),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DGD,15600000.00,F CFA,TTC,SENEGAL EQUIP
374,2011-11-18,F1425/11,2011,Fourniture de matériels roulants (véhicules) à la DGCPT (cinquième commande de 9 berlines),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DGCPT,112635000.00,F CFA,TTC,SERA
375,2011-11-18,F1426/11,2011,Acquisition de vingt (20) véhicules en cinq lots distincts et indivisibles ( lot n° 3),Appel d'offres ouvert,Fournitures,"Ministère de l'Environnement, de la Protection de la Nature",,110975200.00,F CFA,TTC,SERA
376,2011-11-18,F1427/11,2011,"Acquisition de vingt (20) véhicules en cinq lots distincts et indivisibles (lots n° 1, 2 et 4)",Appel d'offres ouvert,Fournitures,"Ministère de l'Environnement, de la Protection de la Nature",,225890000.00,F CFA,TTC,CFAO Motors Sénégal
379,2011-11-18,F1433/11,2011,"Fourniture d'équipements et de mobiliers scolaires (lots n° 1, 2, 3, 4, 5 et 6)",Appel d'offres ouvert,Fournitures,"Ministère de l'Education chargé de l'Enseignement Préscolaire, de l'Elémentaire, du Moyen et des Langues nationales",,795587257.00,F CFA,TTC,Unitrade
380,2011-11-18,F1434/11,2011,Acquisition de logiciels et licences de logiciels (lot n° 1),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DTAI,24976740.00,F CFA,TTC,Bull Sénégal
381,2011-11-18,F1435/11,2011,Acquisition de logiciels et licences de logiciels (lot n° 3),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DTAI,8515363.00,F CFA,TTC,NEUROTECH
382,2011-11-18,F1436/11,2011,Acquisition de logiciels et licences de logiciels (lot n° 2),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DTAI,11179910.00,F CFA,TTC,NEUROTECH
383,2011-11-18,F1437/11,2011,"Fourniture d'équipements et de matériels de laboratoire (sciences physiques, chimie et SVT) lot n° 1 : matériel de physiques",Appel d'offres ouvert,Fournitures,"Ministère de l'Education chargé de l'Enseignement Préscolaire, de l'Elémentaire, du Moyen et des Langues nationales",,127610272.00,F CFA,TTC,FERMON LABO
386,2011-11-18,F1440/11,2011,Fourniture d'équipements et de mobiliers scolaires aux CEM de proximité (Matchinr USAID) : lots n° 1 & 2,Appel d'offres ouvert,Fournitures,"Ministère de l'Education chargé de l'Enseignement Préscolaire, de l'Elémentaire, du Moyen et des Langues nationales",,238258500.00,F CFA,TTC,DUCHKA PRES SERVICES SARL
310,2011-11-18,S1359/11,2011,Avenant n° 1 au marché n° S0010/11 relatif à la fourniture à titre locatif par marché de clientèle de matériels de bureau (copieur),Avenant de renouvellement,Services courants,Hôpital Principal de Dakar,,25000000.00,F CFA,TTC,Burotic Diffusion
323,2011-11-18,S1372/11,2011,Entretien des écoles élémentaires,Appel d'offres ouvert,Services courants,Ville de Rufisque,,23768806.00,F CFA,TTC,EATP
330,2011-11-18,S1379/11,2011,Entretien et nettoiement du Palais de Justice de Dakar,Appel d'offres ouvert,Services courants,Ministère de la Justice , DAGE,21806400.00,F CFA,TTC,ESEF Surl
342,2011-11-18,S1391/11,2011,Marquage de produits pétroliers,Appel d'offres ouvert,Services courants,Ministère de l'Economie et des Finances , DGD,1019520000.00,F CFA,TTC,Société Générale de Surveillance (SGS) Sénégal SA
345,2011-11-18,S1394/11,2011,Entretien de matériels IBM (lot n°1),Appel d'offres ouvert,Services courants,Ministère de l'Economie et des Finances , DGD,121654104.00,F CFA,TTC,CFAO Technologies
346,2011-11-18,S1395/11,2011,Entretien de matériels IBM (lot n°2 : fournitures logiciels et accessoires),Appel d'offres ouvert,Services courants,Ministère de l'Economie et des Finances , DGD,9663020.00,F CFA,TTC,CFAO Technologies
350,2011-11-18,S1399/11,2011,Nettoiement des immeubles et bâtiments de la DGD (lot 1/6),Appel d'offres ouvert,Services courants,Ministère de l'Economie et des Finances , DGD,3197512.00,F CFA,TTC,ETS LINGUERE NGOUILLE FAMA
351,2011-11-18,S1400/11,2011,Nettoiement des immeubles et bâtiments de la DGD (lot 2/6),Appel d'offres ouvert,Services courants,Ministère de l'Economie et des Finances , DGD,3521000.00,F CFA,TTC,ETS LINGUERE NGOUILLE FAMA
352,2011-11-18,S1401/11,2011,Nettoiement des immeubles et bâtiments de la DGD (lot 3/6),Appel d'offres ouvert,Services courants,Ministère de l'Economie et des Finances , DGD,3888932.00,F CFA,TTC,ETS LINGUERE NGOUILLE FAMA
353,2011-11-18,S1402/11,2011,Nettoiement des immeubles et bâtiments de la DGD (lot 4/6),Appel d'offres ouvert,Services courants,Ministère de l'Economie et des Finances , DGD,3421760.00,F CFA,TTC,ETS LINGUERE NGOUILLE FAMA
355,2011-11-18,S1403/11,2011,Nettoiement des immeubles et bâtiments de la DGD (lot 5/6),Appel d'offres ouvert,Services courants,Ministère de l'Economie et des Finances , DGD,3123000.00,F CFA,TTC,ETS LINGUERE NGOUILLE FAMA
356,2011-11-18,S1405/11,2011,Nettoiement des immeubles et bâtiments de la DGD (lot 6/6),Appel d'offres ouvert,Services courants,Ministère de l'Economie et des Finances , DGD,3430156.00,F CFA,TTC,ETS LINGUERE NGOUILLE FAMA
367,2011-11-18,S1416/11,2011,Entretien de matériels IBM (lot n°3),Appel d'offres ouvert,Services courants,Ministère de l'Economie et des Finances , DGD,24945200.00,F CFA,TTC,CFAO Technologies
377,2011-11-18,S1431/11,2011,Entretien de matériels IBM,Appel d'offres ouvert,Services courants,Ministère de l'Economie et des Finances , DTAI,182718952.00,F CFA,TTC,CFAO Technologies
315,2011-11-18,T1364/11,2011,"Construction de 97 salles de classes, 28 blocs administratifs et 52 blocs d'hygiène dans la région de Thiès (départements de Thiès et Mbour): lot n° 2",Appel d'offres ouvert,Travaux,"Ministère de l'Education chargé de l'Enseignement Préscolaire, de l'Elémentaire, du Moyen et des Langues nationales", DCS,223826255.00,F CFA,HD-HT,SECODIS SARL
319,2011-11-18,T1368/11,2011,"Travaux d'extension de réseau sur châteaux d'eau existants et de pose de compteurs de distribution d'eau dans les localités situées dans les régions de Kaffrine, Tambacounda, Kolda et Sédhiou",Appel d'offres ouvert,Travaux,"Ministère de l'Urbanisme, de l'Habitat, de l'Hydraulique et de l'Assainissement",,1745103092.00,F CFA,TTC,SINCO SpA
344,2011-11-18,T1393/11,2011,Travaux de construction de 14 collèges de proximité dans les région du Sénégal (lot n° 3: DIMBOLI et SABODOLA dans la région de Kédougou),Appel d'offres ouvert,Travaux,"Ministère de l'Education chargé de l'Enseignement Préscolaire, de l'Elémentaire, du Moyen et des Langues nationales",,189906715.00,F CFA,TTC,KFE
358,2011-11-18,T1407/11,2011,"Travaux de construction de 14 collèges de proximité dans les région du Sénégal (lot n° 1-2/6: DIOURBEL, THIES, FATICK,KAFFRINE)",Appel d'offres ouvert,Travaux,"Ministère de l'Education chargé de l'Enseignement Préscolaire, de l'Elémentaire, du Moyen et des Langues nationales",,454766787.00,F CFA,TTC,ESMB
360,2011-11-18,T1409/11,2011,"Travaux de construction de 14 collèges de proximité dans les région du Sénégal (lot n° 4-5/6: ST-LOUIS, LOUGA, SEDHIOU,KOLDA)",Appel d'offres ouvert,Travaux,"Ministère de l'Education chargé de l'Enseignement Préscolaire, de l'Elémentaire, du Moyen et des Langues nationales", DCS,643860690.00,F CFA,TTC,ESCI
361,2011-11-18,T1410/11,2011,"Construction de quatre collèges dans les départements de Matam, Kanel, Fatick et Bambey, de 12 salles de classe et d'un bloc d'hygiène de 10 boxes au lycée de Tivaouane (lot n°2)",Appel d'offres ouvert,Travaux,"Ministère de l'Education chargé de l'Enseignement Préscolaire, de l'Elémentaire, du Moyen et des Langues nationales", DCS,196883664.00,F CFA,TTC,E.M.B M.NDIAYE
362,2011-11-18,T1411/11,2011,Construction de 27 hôtels communautaires dans 08 régions du Sénégal (lot n°1/6),Appel d'offres ouvert,Travaux,Agence d'Execution des Travaux d'Intérêt Public contre le sous-emploi AGETIP,,156072789.00,F CFA,TTC,Société sénégalaise de Construction et des Travaux publics (SSCTP)
363,2011-11-18,T1412/11,2011,"Construction de quatre collèges dans les départements de Matam, Kanel, Fatick et Bambey, de 12 salles de classe et d'un bloc d'hygiène de 10 boxes au lycée de Tivaouane (lot n° 1)",Appel d'offres ouvert,Travaux,"Ministère de l'Education chargé de l'Enseignement Préscolaire, de l'Elémentaire, du Moyen et des Langues nationales", DCS,214967681.00,F CFA,TTC,EBY
364,2011-11-18,T1413/11,2011,Construction de 27 hôtels communautaires dans 08 régions du Sénégal (lot n°4/6),Appel d'offres ouvert,Travaux,Agence d'Execution des Travaux d'Intérêt Public contre le sous-emploi AGETIP,,156072789.00,F CFA,TTC,Société sénégalaise de Construction et des Travaux publics (SSCTP)
366,2011-11-18,T1415/11,2011,Construction de 27 hôtels communautaires dans 08 régions du Sénégal (lot n°6/6),Appel d'offres ouvert,Travaux,Agence d'Execution des Travaux d'Intérêt Public contre le sous-emploi AGETIP,,163482563.00,F CFA,TTC,KINE MULTIACT
370,2011-11-18,T1419/11,2011,Travaux de construction et de réfection des brigades et postes de douanes (lot 2: réhabilitation et extension en hauteur d'un bâtiment à usage de bureau à Rosso),Appel d'offres ouvert,Travaux,Ministère de l'Economie et des Finances , DGD,40836994.00,F CFA,TTC,GIE DAROUL HALIMOUL KHABIR
378,2011-11-18,T1432/11,2011,Travaux d'achèvement du lycée de Tambacounda,Appel d'offres ouvert,Travaux,"Ministère de l'Education chargé de l'Enseignement Préscolaire, de l'Elémentaire, du Moyen et des Langues nationales",,212310333.00,F CFA,TTC,OMNIBAT
388,2011-11-21,F1422/11,2011,Acquisition de matériels et mobiliers de bureau (lot n°3),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DGD,10875000.00,F CFA,TTC,GANDIOL SUARL
389,2011-11-21,F1428/11,2011,Acquisition de matériels roulants (lot n° 2: vingt cinq (25) véhicules de type berline),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DGD,149750000.00,F CFA,HD-HT,CFAO Motors Sénégal
390,2011-11-21,F1429/11,2011,Acquisition de matériels roulants (lot n° 3: vingt (20) véhicules 4X4 pick up simple cabine et quinze (15) véhicules 4X4 pick up double cabine),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DGD,401400000.00,F CFA,HD-HT,CFAO Motors Sénégal
391,2011-11-21,F1430/11,2011,Acquisition de matériels roulants (lot n° 1: cinq (05) véhicules 4X4 station Wagon),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DGD,72500000.00,F CFA,HD-HT,Africaine de l'Automobile
392,2011-11-21,F1441/11,2011,Acquisition de tenues et d'attributs militaires pour le service,Appel d'offres ouvert,Fournitures,"Ministère de la Santé, de la Prévention et de l'Hygiène publique",,67340000.00,F CFA,TTC,Ets Diallo et Frères
393,2011-11-21,F1442/11,2011,Fourniture de matériels électriques dans le cadre du plan TAKKAL,Entente directe,Fournitures,Société Nationale d'Electricité du Sénégal (SENELEC),,1361749045.00,F CFA,TTC,SIRMEL SENEGAL
394,2011-11-21,F1443/11,2011,Fourniture de matériels électriques dans le cadre du plan TAKKAL «urgence Distribution»,Entente directe,Fournitures,Société Nationale d'Electricité du Sénégal (SENELEC),,7900100.00,F CFA,TTC,TECHNIMEX
395,2011-11-21,F1444/11,2011,Fourniture de matériels électriques dans le cadre du plan TAKKAL «urgence Distribution»,Entente directe,Fournitures,Société Nationale d'Electricité du Sénégal (SENELEC),,1207970057.00,F CFA,TTC,IMACAB
397,2011-11-21,F1446/11,2011,"Acquisition de fourniture de bureau, de consommables informatiques, d'imprimés et de supports IEC (lot n° 1: fourniture de bureau)",Appel d'offres ouvert,Fournitures,"Ministère de la Santé, de la Prévention et de l'Hygiène publique",,10806086.00,F CFA,TTC,GIE MOUCHDALIFA
398,2011-11-21,F1447/11,2011,"Acquisition de fourniture de bureau, de consommables informatiques, d'imprimés et de supports IEC (lot n° 2: consommables informatiques)",Appel d'offres ouvert,Fournitures,"Ministère de la Santé, de la Prévention et de l'Hygiène publique",,11410830.00,F CFA,TTC,Touré Equipements
399,2011-11-21,F1448/11,2011,"Acquisition de fourniture de bureau, de consommables informatiques, d'imprimés et de supports IEC (lot n° 3: imprimés)",Appel d'offres ouvert,Fournitures,"Ministère de la Santé, de la Prévention et de l'Hygiène publique",,26697500.00,F CFA,TTC,SENEPRES
387,2011-11-21,T1420/11,2011,Travaux de construction et de réfection des brigades et postes de douanes (lot n°3: construction d'un bâtiment à usage de bureaux à Joal),Appel d'offres ouvert,Travaux,Ministère de l'Economie et des Finances , DGD,23265086.00,F CFA,TTC,Centrale Negoce
400,2011-11-22,T1449/11,2011,Avenant n°1 au marché n°T0005/11 relatif aux travaux de construction de collèges de proximité dans les régions du Sénégal (lot n° 1: région de Dakar),Avenant,Travaux,"Ministère de l'Education chargé de l'Enseignement Préscolaire, de l'Elémentaire, du Moyen et des Langues nationales", DCS,20015750.00,F CFA,TTC,KFE
403,2011-11-23,F1452/11,2011,"Acquisition d'équipements de laboratoires/Item 1, 2, 5, 8, 9, 10, 11 et 12",Appel d'offres ouvert,Fournitures,ITA,,17707589.00,F CFA,TTC,MULTI-EXPORT
404,2011-11-23,F1453/11,2011,Acquisition d'un véhicule 4x4 station wagon (lot n° 1),Appel d'offres ouvert,Fournitures,Ministère de l'Entreprenariat féminin et de la Micro finance,,25970000.00,F CFA,TTC,CFAO Motors Sénégal
405,2011-11-23,F1454/11,2011,Fourniture de deux véhicules berline (lot n° 2),Appel d'offres ouvert,Fournitures,Ministère de l'Entreprenariat féminin et de la Micro finance,,21900000.00,F CFA,TTC,EMG UNIVERSAL AUTO
410,2011-11-23,F1459/11,2011,"Acquisition de matériel informatique: vingt cinq ordinateurs, imprimantes et onduleurs",Appel d'offres ouvert,Fournitures,Ministère de la Famille et des Organisations féminines,,14809000.00,F CFA,TTC,OUMOU INFORMATIQUE SUARL
406,2011-11-23,S1455/11,2011,Couverture des risques liés à l'activité du COSEC: lot n° 1: assurance globales dommages et assurance responsabilités civile Chef d'entreprise),Appel d'offres ouvert,Services courants,COSEC,,4572690.00,F CFA,TTC,ASKIA ASSURANCES
407,2011-11-23,S1456/11,2011,Couverture des risques liés à l'activité du COSEC: lot n° 2: flotte automobile),Appel d'offres ouvert,Services courants,COSEC,,15944346.00,F CFA,TTC,ASKIA ASSURANCES
408,2011-11-23,S1457/11,2011,Couverture des risques liés à l'activité du COSEC: lot n° 3: assurance bateaux taxis),Appel d'offres ouvert,Services courants,COSEC,,7376250.00,F CFA,TTC,SALAMA ASSURANCES
409,2011-11-23,S1458/11,2011,Couverture des risques liés à l'activité du COSEC: lot n° 4: assurance maladie),Appel d'offres ouvert,Services courants,COSEC,,2891451.00,F CFA,TTC,SALAMA ASSURANCES
412,2011-11-24,C1461/11,2011,Audit de la sécurité du système d'information du MEF,Appel d'offres ouvert,Prestations intellectuelles,Ministère de l'Economie et des Finances , DTAI,134815000.00,F CFA,TTC,FINETECH
411,2011-11-24,F1460/11,2011,Acquisition de semences et de produits de conservation (lot n° 3),Appel d'offres ouvert,Fournitures,Ministère de l'Elevage,,115752100.00,F CFA,TTC,AFRIVET
413,2011-11-24,F1462/11,2011,"Fourniture de divers mobiliers et matériels d'appartement destinés à Monsieur Habib SY, Directeur de Cabinet du Présidence de la République",Entente directe,Fournitures,Ministère de l'Economie et des Finances , DMTA,9994600.00,F CFA,TTC,DECO MEUBLES
414,2011-11-24,F1463/11,2011,"Fourniture de divers mobiliers et matériels d'appartement destinés à Monsieur Adama, Ministre de l'Urbanisme et de l'Assainissement",Entente directe,Fournitures,Ministère de l'Economie et des Finances , DMTA,9995780.00,F CFA,TTC,DECO MEUBLES
415,2011-11-24,F1464/11,2011,Avenant n°1 au marché n° F1229/11 relatif à la fourniture d'intrants d'insémination artificielle (lot n° 2: petits matériels d'insémination artificielle),Avenant,Fournitures,Ministère de l'Elevage,,9193380.00,F CFA,TTC,FERMON LABO
418,2011-11-24,F1467/11,2011,Acquisition de trois (03) véhicules 4X4 station wagon (lot n° 1),Appel d'offres ouvert,Fournitures,Ministère du Travail et des Organisations professionnelles,,57300000.00,F CFA,TTC,SERA
416,2011-11-24,T1465/11,2011,Construction du bassin de rétention de Popenguine/Keur Ngana,Appel d'offres ouvert,Travaux,"Ministère des Ecovillages, des Bassins de Rétention, des Lacs artificiels et de la Pisciculture ", DBRLA,70516800.00,F CFA,TTC,Groupe SIGMA
417,2011-11-24,T1466/11,2011,Tavaux d'aménagement des espaces publics le long du boulevard Oumar Foutiyou TALL (Guédiawaye) de la voirie intercommunale dans l'agglomération de Dakar,Appel d'offres ouvert,Travaux,Agence d'Execution des Travaux d'Intérêt Public contre le sous-emploi AGETIP,,115638975.00,F CFA,HD-HT,Compagnie Sénégalaise des Travaux Publics (CSTP) SARL
436,2011-11-25,C1484/11,2011,Avenant n°3 au marché relatif au programme de vérification des importations (PVI),Avenant,Prestations intellectuelles,Ministère de l'Economie et des Finances , DGD,7020000000.00,F CFA,HD-HT,COTECNA INSPECTION
420,2011-11-25,F1468/11,2011,Acquisition de matériels roulants au profit de l'ANAT (véhicule de 4X4): lot N° 1,Appel d'offres ouvert,Fournitures,Agence Nationale de l'Aménagement du Territoire (ANAT),,121236000.00,F CFA,TTC,CFAO Motors Sénégal
421,2011-11-25,F1469/11,2011,Acquisition de matériels roulants au profit de l'ANAT (véhicules Berline): lot N° 2,Appel d'offres ouvert,Fournitures,Agence Nationale de l'Aménagement du Territoire (ANAT),,67500000.00,F CFA,TTC,CCBM Automobile
423,2011-11-25,F1471/11,2011,Entretien et réparation du matériel de reprographie du ministère,Appel d'offres ouvert,Fournitures,"Ministère de l'Education chargé de l'Enseignement Préscolaire, de l'Elémentaire, du Moyen et des Langues nationales",,49250000.00,F CFA,TTC,STABURO SARL
424,2011-11-25,F1472/11,2011,Fourniture de matériel et mobilier de bureau au profit des directions et nouveaux services (lot n° 1: matériel informatique),Appel d'offres ouvert,Fournitures,"Ministère de l'Education chargé de l'Enseignement Préscolaire, de l'Elémentaire, du Moyen et des Langues nationales",,74756540.00,F CFA,TTC,OUMOU INFORMATIQUE SUARL
